uniq_obs_int_id	sample_sdi	n	n_mmdbs	n_nr_mmdbs	cdds	sfs_ids	cdds_B	sfs_ids_B	single	self_lca	lca_level	lca_tax	lca_name	lca_depth
167426	(141771, 15)	2	1	1	G-alpha	271875			0	1	species	9606	Homo sapiens	32
11589	(27186, 1)	2	1	1	PBP1_TreR_like	271685			0	1	species	562	Escherichia coli	9
167511	(153289, 1)	1	1	1	Peptidase_G1_like	261709	Peptidase_G1		1	1	varietas	29838	Aspergillus niger var. macrosporus	17
488446	(521141, 1)	2	2	1	Peptidase_G1	261709	Peptidase_G1_like		0	1	varietas	29838	Aspergillus niger var. macrosporus	17
167607	(131044, 1)	2	1	1	FGE-sulfatase	271869			0	1	species	9606	Homo sapiens	32
167624	(150509, 1)	2	1	1	Ebola_HIV-1-like_HR1-HR2	261496			0	1	species	9606	Homo sapiens	32
167626	(150510, 1)	2	1	1	Ebola_HIV-1-like_HR1-HR2	261496			0	1	species	9606	Homo sapiens	32
167625	(150511, 1)	2	1	1	Ebola_HIV-1-like_HR1-HR2	261496			0	1	species	9606	Homo sapiens	32
415886	(229302, 2)	12	6	2	Robl_LC7	260680			0	0	no rank	33213	Bilateria	7
167671	(250465, 2)	2	1	1	HSP90	249661			0	1	species	562	Escherichia coli	9
167692	(133127, 1)	1	1	1	narI	260721	Nitr_red_alph_N	258847	1	1	species	562	Escherichia coli	9
167709	(131051, 8)	2	1	1	PTS-HPr_like	260260			0	1	species	1422	Geobacillus stearothermophilus	9
552249	(552984, 1)	1	1	1	Ribosomal_S18	260389	Ribosomal_S6	260412	1	1	no rank	300852	Thermus thermophilus HB8	10
167789	(133146, 1)	1	1	1	narI	260721	Nitr_red_alph_N	258847	1	1	species	562	Escherichia coli	9
167830	(133160, 1)	1	1	1	narI	260721	Nitr_red_alph_N	258847	1	1	species	562	Escherichia coli	9
167854	(133177, 1)	1	1	1	narI	260721	Nitr_red_alph_N	258847	1	1	species	562	Escherichia coli	9
167904	(128268, 1)	10	2	1	one_C_fae	242082			0	1	no rank	272630	Methylobacterium extorquens AM1	11
167910	(128268, 2)	10	2	1	one_C_fae	242082			0	1	no rank	272630	Methylobacterium extorquens AM1	11
167930	(133178, 1)	1	1	1	DppB	223674			1	1	species	562	Escherichia coli	9
167931	(133179, 1)	1	1	1	DppB	223674			1	1	species	562	Escherichia coli	9
167932	(133178, 2)	1	1	1	DppB	223674			1	1	species	562	Escherichia coli	9
167933	(133181, 1)	2	1	1	DppB	223674			0	1	species	562	Escherichia coli	9
167934	(133180, 1)	1	1	1	DppB	223674			1	1	species	562	Escherichia coli	9
449935	(451881, 2)	12	6	4	Flu_NS1	201334			0	0	species	11320	Influenza A virus	7
167977	(135314, 2)	1	1	1	IL10	261311	Tissue_fac	271942	1	1	species	9606	Homo sapiens	32
168016	(131065, 4)	2	1	1	NTP-PPase_HisE	271789			0	1	species	1773	Mycobacterium tuberculosis	12
168018	(163755, 8)	2	1	1	HSP90	249661			0	1	no rank	36329	Plasmodium falciparum 3D7	11
168020	(128293, 1)	2	1	1	KapB	117380			0	1	species	1396	Bacillus cereus	10
168028	(135325, 2)	2	1	1	L27	261401			0	1	species	10090	Mus musculus	32
168022	(135326, 1)	2	1	1	L27	261401			0	1	species	10090	Mus musculus	32
168024	(135325, 1)	3	1	1	L27	261401			0	1	species	10090	Mus musculus	32
168030	(135326, 3)	3	1	1	L27	261401			0	1	species	10090	Mus musculus	32
168040	(135333, 1)	2	1	1	L27_2	117611			0	1	species	10116	Rattus norvegicus	31
168044	(135332, 2)	2	1	1	L27_N	117625			0	1	species	9606	Homo sapiens	32
168056	(437977, 2)	1	1	1	RPOLCX	260672	RNA_pol_B_RPB2	272138	1	1	species	4932	Saccharomyces cerevisiae	14
168058	(437975, 2)	1	1	1	RNA_pol_N	242042	RNA_pol_B_RPB2	272138	1	1	species	4932	Saccharomyces cerevisiae	14
594690	(575381, 1)	1	1	1	psbZ	167400	PRK13686	237469	1	1	no rank	197221	Thermosynechococcus elongatus BP-1	9
168096	(437977, 1)	1	1	1	RPOLCX	260672	RNAP_II_RPB3	264356	1	1	species	4932	Saccharomyces cerevisiae	14
168098	(437975, 1)	1	1	1	RNA_pol_N	242042	RNAP_II_RPB3	264356	1	1	species	4932	Saccharomyces cerevisiae	14
303316	(408645, 10)	3	3	3	NTR_complement_C3	261318	vWA_complement_factors	271413	0	1	species	9606	Homo sapiens	32
337865	(128306, 3)	32	8	4	GH43_XYL_1	265439			0	0	phylum	1239	Firmicutes	4
202791	(185974, 1)	1	1	1	ORANGE	261386			1	1	species	9606	Homo sapiens	32
168197	(131075, 3)	2	1	1	LysM	271421	YkuD	272034	0	1	no rank	224308	Bacillus subtilis subsp. subtilis str. 168	12
168195	(528572, 5)	1	1	1	YkuD	272034	LysM	271421	1	1	no rank	224308	Bacillus subtilis subsp. subtilis str. 168	12
168228	(128310, 2)	2	1	1	COG1707	271654			0	1	species	2234	Archaeoglobus fulgidus	9
464952	(450119, 1)	2	1	1	Apolipoprotein	250625			0	1	species	9606	Homo sapiens	32
38159	(354060, 2)	2	2	2	CYPOR_like_FNR	271629	fer2	271429	0	0	no rank	131567	cellular organisms	2
546805	(697524, 3)	1	1	1	IX	177621	Adeno_hexon_C	252097	1	1	no rank	28285	Human adenovirus 5	7
168341	(129374, 1)	2	1	1	Mrr_cat	271498			0	1	species	2234	Archaeoglobus fulgidus	9
657541	(689847, 1)	1	1	1	psbI	179459	psbC	263539	1	1	no rank	197221	Thermosynechococcus elongatus BP-1	9
413230	(180521, 13)	3	3	1	Sumo	271428	Uba2_SUMO	271786	0	1	species	9606	Homo sapiens	32
546809	(697525, 1)	2	1	1	IX	177621	Adeno_hexon	250336	0	1	no rank	28285	Human adenovirus 5	7
446671	(152060, 5)	4	4	4	UBCc	271427	E2_bind,UAE_UbL	263346	0	0	no rank	33154	Opisthokonta	4
366030	(190805, 1)	3	3	3	E2_bind	263346	UBCc	271427	0	1	species	9606	Homo sapiens	32
168465	(129275, 6)	1	1	1	RNase_A_canonical	260206			1	1	species	9913	Bos taurus	30
168476	(139493, 1)	1	1	1	Gemin7	271447	Gemin6		1	1	species	9606	Homo sapiens	32
491681	(427693, 1)	24	12	2	TREX1_2	271686			0	0	superorder	314146	Euarchontoglires	23
168502	(128376, 1)	2	1	1	COG4453	261094			0	1	no rank	243277	Vibrio cholerae O1 biovar El Tor str. N16961	12
214165	(153320, 1)	8	2	1	Ig	271729	Telethonin	118007	0	1	species	9606	Homo sapiens	32
214162	(169286, 4)	2	2	1	Telethonin	118007	Ig	271729	0	1	species	9606	Homo sapiens	32
214164	(169286, 3)	2	2	1	Telethonin	118007	Ig	271729	0	1	species	9606	Homo sapiens	32
214166	(169286, 1)	2	2	1	Telethonin	118007	Ig	271729	0	1	species	9606	Homo sapiens	32
214168	(153321, 2)	2	2	1	Telethonin	118007	Ig	271729	0	1	species	9606	Homo sapiens	32
640403	(249696, 1)	16	7	2	HpaB	251823			0	0	superkingdom	2	Bacteria	3
581737	(539605, 2)	2	1	1	CID	271591			0	1	species	9606	Homo sapiens	32
168803	(147001, 3)	4	1	1	YcaC_related	260273			0	1	species	562	Escherichia coli	9
202937	(171744, 1)	6	1	1	COG1993	242158			0	1	species	53953	Pyrococcus horikoshii	9
661213	(698395, 1)	1	1	1	bZIP	271882			1	1	species	9606	Homo sapiens	32
335415	(270368, 1)	3	2	2	PhoQ_Sensor	149855			0	0	family	543	Enterobacteriaceae	7
185089	(143637, 1)	6	2	1	PGRP	261417			0	1	species	1392	Bacillus anthracis	10
185085	(165729, 2)	6	2	1	PGRP	261417			0	1	species	1392	Bacillus anthracis	10
511920	(319243, 8)	2	1	1	Hemocyanin_C	252125			0	1	species	27405	Marsupenaeus japonicus	23
439477	(387095, 4)	92	18	9	AAK_UMPK-PyrH-Ec,AAK_UMPK-PyrH-Pf	271488			0	0	no rank	131567	cellular organisms	2
169231	(128412, 1)	2	1	1	PRK05321	271877			0	1	species	358	Agrobacterium tumefaciens	11
224823	(126901, 1)	30	6	3	PRK07115,Pfs	271463			0	0	superkingdom	2	Bacteria	3
224822	(115591, 3)	30	6	3	PRK07115,Pfs	271463			0	0	superkingdom	2	Bacteria	3
500720	(270149, 4)	13	4	2	UdpNAET	260328			0	0	superkingdom	2	Bacteria	3
500722	(352930, 7)	12	3	1	UdpNAET	260328			0	0	species	550	Enterobacter cloacae	10
169272	(128418, 1)	1	1	1	Tetrabrachion	151840			1	1	species	2280	Staphylothermus marinus	9
169273	(128421, 1)	1	1	1	Tetrabrachion	151840			1	1	species	2280	Staphylothermus marinus	9
169274	(128418, 2)	1	1	1	Tetrabrachion	151840			1	1	species	2280	Staphylothermus marinus	9
169275	(128419, 1)	2	1	1	Tetrabrachion	151840			0	1	species	2280	Staphylothermus marinus	9
169277	(128420, 1)	1	1	1	Tetrabrachion	151840			1	1	species	2280	Staphylothermus marinus	9
169278	(128420, 2)	1	1	1	Tetrabrachion	151840			1	1	species	2280	Staphylothermus marinus	9
169279	(128421, 2)	1	1	1	Tetrabrachion	151840			1	1	species	2280	Staphylothermus marinus	9
169309	(126113, 2)	2	1	1	CHD	264492			0	1	no rank	83331	Mycobacterium tuberculosis CDC1551	13
169380	(128465, 5)	40	1	1	Bromo_coat	144788			0	1	species	12302	Brome mosaic virus	7
377823	(317814, 2)	26	3	1	Baseplate_J	271552			0	1	no rank	10665	Enterobacteria phage T4	9
169565	(327436, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9913	Bos taurus	30
169572	(446213, 9)	1	1	1	P53	209871	ANK	271589	1	1	species	9606	Homo sapiens	32
522932	(484001, 10)	2	2	2	P53	209871	SH3_ASPP2	271790	0	1	species	9606	Homo sapiens	32
522933	(464657, 2)	2	2	2	SH3_ASPP2	271790	P53	209871	0	1	species	9606	Homo sapiens	32
169578	(623569, 5)	1	1	1	Sm_like	271447			1	1	species	2261	Pyrococcus furiosus	9
169591	(131176, 1)	4	1	1	GIY-YIG_UvrC_Cho	271768			0	1	species	1395	[Bacillus] caldotenax	10
169595	(131177, 1)	4	1	1	GIY-YIG_UvrC_Cho	271768			0	1	species	1395	[Bacillus] caldotenax	10
640377	(688294, 1)	1	1	1	Rrp6p_like_exo	271686	ECR1_N	258551	1	1	no rank	559292	Saccharomyces cerevisiae S288c	15
122466	(115217, 2)	4	1	1	Flavi_capsid	250285			0	1	no rank	11078	Kunjin virus (STRAIN MRM61C)	10
169650	(128499, 1)	2	1	1	MTHFS_bact	260381			0	1	species	1423	Bacillus subtilis	10
262733	(128505, 2)	4	2	1	GFO_IDH_MocA_C	272069			0	1	species	3702	Arabidopsis thaliana	22
169680	(128507, 2)	4	2	1	GDPD_EcGlpQ_like	271751			0	1	species	562	Escherichia coli	9
169765	(453784, 8)	3	1	1	catalase_like	263790			0	1	species	562	Escherichia coli	9
169755	(135489, 3)	1	1	1	catalase_like	263790			1	1	species	562	Escherichia coli	9
169786	(407206, 8)	4	1	1	catalase_like	263790			0	1	species	562	Escherichia coli	9
169788	(42744, 9)	4	1	1	catalase_like	263790			0	1	species	562	Escherichia coli	9
169789	(53496, 9)	4	1	1	catalase_like	263790			0	1	species	562	Escherichia coli	9
169763	(135482, 4)	1	1	1	catalase_like	263790			1	1	species	562	Escherichia coli	9
169764	(135481, 6)	1	1	1	catalase_like	263790			1	1	species	562	Escherichia coli	9
169766	(135481, 5)	1	1	1	catalase_like	263790			1	1	species	562	Escherichia coli	9
169767	(135496, 5)	1	1	1	catalase_like	263790			1	1	species	562	Escherichia coli	9
169775	(135477, 6)	1	1	1	catalase_like	263790			1	1	species	562	Escherichia coli	9
169777	(135477, 5)	1	1	1	catalase_like	263790			1	1	species	562	Escherichia coli	9
169783	(135496, 4)	1	1	1	catalase_like	263790			1	1	species	562	Escherichia coli	9
169785	(135482, 5)	1	1	1	catalase_like	263790			1	1	species	562	Escherichia coli	9
169793	(135489, 5)	1	1	1	catalase_like	263790			1	1	species	562	Escherichia coli	9
169796	(135482, 6)	1	1	1	catalase_like	263790			1	1	species	562	Escherichia coli	9
169797	(135496, 3)	1	1	1	catalase_like	263790			1	1	species	562	Escherichia coli	9
639975	(664262, 1)	14	7	6	ApbA_C	254871			0	0	superkingdom	2	Bacteria	3
431864	(128525, 1)	16	8	5	CYTH-like_AC_IV-like	264489			0	0	no rank	131567	cellular organisms	2
639991	(664269, 1)	1	1	1	AAK_CK	271488			1	1	no rank	184922	Giardia lamblia ATCC 50803	10
599234	(642255, 1)	1	1	1	rpsN	260378	rpsJ	260346	1	1	no rank	300852	Thermus thermophilus HB8	10
377861	(320434, 2)	6	1	1	26Sp45	130309			0	1	species	2190	Methanocaldococcus jannaschii	9
170064	(138244, 2)	2	1	1	T2SL	253032			0	1	species	666	Vibrio cholerae	9
170102	(349039, 12)	3	1	1	UBCc	271427			0	1	species	5664	Leishmania major	11
170098	(518639, 12)	3	1	1	UBCc	271427			0	1	species	5664	Leishmania major	11
465255	(421778, 1)	4	1	1	rpsF	260412			0	1	no rank	260799	Bacillus anthracis str. Sterne	11
550422	(491017, 1)	1	1	1	RBP-H	195575			1	1	species	35345	Lactococcus phage TP901-1	7
92957	(97869, 1)	2	1	1	circ_ocin_uber	264565			0	1	species	1351	Enterococcus faecalis	9
170200	(128590, 4)	2	1	1	COG1695	271879			0	1	species	666	Vibrio cholerae	9
170202	(128590, 1)	2	1	1	COG1695	271879	Vir_act_alpha_C	150982	0	1	species	666	Vibrio cholerae	9
170203	(128592, 2)	2	1	1	Vir_act_alpha_C	150982	COG1695	271879	0	1	species	666	Vibrio cholerae	9
170206	(128592, 1)	2	1	1	Vir_act_alpha_C	150982			0	1	species	666	Vibrio cholerae	9
170363	(128598, 1)	2	1	1	galactose_mutarotase_like	265440			0	1	species	4932	Saccharomyces cerevisiae	14
144290	(553556, 1)	1	1	1	rpsM	260360	rpsS	260374	1	1	species	562	Escherichia coli	9
170435	(465962, 6)	1	1	1	pyrophosphatase	260270			1	1	no rank	85962	Helicobacter pylori 26695	11
170436	(465964, 7)	1	1	1	pyrophosphatase	260270			1	1	no rank	85962	Helicobacter pylori 26695	11
250541	(193920, 1)	8	4	1	LpxC	241916			0	1	species	63363	Aquifex aeolicus	9
74947	(218261, 1)	1	1	1	lectin_L-type	265423	lectin_legume_LecRK_Arcelin_ConA		1	1	species	3858	Lathyrus ochrus	23
170516	(174721, 26)	1	1	1	Rab7	271875	RILP	256469	1	1	species	9606	Homo sapiens	32
170517	(138051, 2)	1	1	1	RILP	256469	Rab7	271875	1	1	species	9606	Homo sapiens	32
170518	(138051, 1)	2	1	1	RILP	256469			0	1	species	9606	Homo sapiens	32
203207	(191999, 4)	6	1	1	DUF366	260682			0	1	no rank	70601	Pyrococcus horikoshii OT3	10
203202	(192001, 2)	5	1	1	DUF366	260682			0	1	no rank	70601	Pyrococcus horikoshii OT3	10
115863	(222015, 1)	1	1	1	lectin_L-type	265423	lectin_legume_LecRK_Arcelin_ConA		1	1	species	3888	Pisum sativum	23
170920	(133252, 4)	2	1	1	bZIP	271882			0	1	species	9606	Homo sapiens	32
170921	(133252, 2)	2	1	1	bZIP	271882	EB1	251841	0	1	species	9606	Homo sapiens	32
170922	(133252, 3)	2	1	1	EB1	251841	bZIP	271882	0	1	species	9606	Homo sapiens	32
170925	(133252, 1)	2	1	1	EB1	251841			0	1	species	9606	Homo sapiens	32
170947	(133253, 4)	1	1	1	bZIP	271882			1	1	species	9606	Homo sapiens	32
170949	(133253, 2)	1	1	1	bZIP	271882	EB1	251841	1	1	species	9606	Homo sapiens	32
170950	(133254, 3)	1	1	1	EB1	251841	bZIP	271882	1	1	species	9606	Homo sapiens	32
170951	(133253, 3)	1	1	1	EB1	251841	bZIP	271882	1	1	species	9606	Homo sapiens	32
170952	(133254, 2)	1	1	1	bZIP	271882	EB1	251841	1	1	species	9606	Homo sapiens	32
170954	(133254, 1)	1	1	1	EB1	251841			1	1	species	9606	Homo sapiens	32
28507	(44710, 1)	2	1	1	OTCace	271874	OTCace_N	251498	0	1	species	562	Escherichia coli	9
640186	(683353, 2)	2	1	1	Oxidored_q6	266545	FrhB_FdhB_C	252593	0	1	no rank	79929	Methanothermobacter marburgensis str. Marburg	10
407235	(543313, 1)	1	1	1	rpmF	271652	Ribosomal_L22	260357	1	1	no rank	83333	Escherichia coli K-12	10
465492	(322081, 2)	14	5	2	THDPS_M	258926	LbH_THP_succinylT_putative	271430	0	0	superkingdom	2	Bacteria	3
88216	(82363, 1)	1	1	1	LHC	249956			1	1	species	1074	Rhodoblastus acidophilus	9
307557	(419861, 2)	27	2	2	YscJ_FliF	261111			0	0	family	543	Enterobacteriaceae	7
307571	(419852, 1)	27	2	2	YscJ_FliF	261111			0	0	family	543	Enterobacteriaceae	7
325862	(251207, 1)	8	4	3	COG1901,PRK02135	242124			0	0	no rank	131567	cellular organisms	2
465504	(469184, 1)	10	4	1	THDPS_M	258926	THDPS_N	258927	0	1	species	287	Pseudomonas aeruginosa	10
68965	(313083, 1)	2	1	1	MRD	271752			0	1	species	1914	Streptomyces lavendulae	11
28577	(51136, 1)	2	1	1	PPV_E1_C	249926			0	1	species	10571	Bovine papillomavirus	7
171511	(88259, 2)	2	1	1	IL22	261311			0	1	species	9606	Homo sapiens	32
171506	(88259, 3)	2	1	1	IL22	261311			0	1	species	9606	Homo sapiens	32
28586	(82393, 2)	2	1	1	GT1_MurG	271687			0	1	species	562	Escherichia coli	9
307371	(131358, 1)	24	11	5	GAF	271935			0	0	no rank	131567	cellular organisms	2
171558	(131360, 1)	2	2	1	Med7	253491	Med21	256362	0	1	species	4932	Saccharomyces cerevisiae	14
171559	(131365, 1)	2	2	1	Med21	256362	Med7	253491	0	1	species	4932	Saccharomyces cerevisiae	14
483528	(424662, 3)	156	30	1	3,4-PCD_beta	271890			0	1	species	303	Pseudomonas putida	10
518617	(449111, 1)	1	1	1	CHD5	252585	ArsA	271875	1	1	species	4932	Saccharomyces cerevisiae	14
171857	(135885, 2)	1	1	1	Ribosomal_S5_C	252121	rpsH	260359	1	1	no rank	300852	Thermus thermophilus HB8	10
171858	(135888, 1)	1	1	1	rpsH	260359	Ribosomal_S5_C	252121	1	1	no rank	300852	Thermus thermophilus HB8	10
171859	(135876, 1)	1	1	1	RPS2	260347	rpsH	260359	1	1	no rank	300852	Thermus thermophilus HB8	10
171861	(135878, 2)	1	1	1	30S_S3_KH	271419	rpsJ	260346	1	1	no rank	300852	Thermus thermophilus HB8	10
171862	(135892, 2)	1	1	1	rpsJ	260346	30S_S3_KH	271419	1	1	no rank	300852	Thermus thermophilus HB8	10
171863	(135892, 1)	1	1	1	rpsJ	260346	rpsN	260378	1	1	no rank	300852	Thermus thermophilus HB8	10
171864	(135897, 1)	1	1	1	rpsN	260378	rpsJ	260346	1	1	no rank	300852	Thermus thermophilus HB8	10
171865	(135878, 3)	1	1	1	30S_S3_KH	271419	rpsN	260378	1	1	no rank	300852	Thermus thermophilus HB8	10
171866	(135897, 2)	1	1	1	rpsN	260378	30S_S3_KH	271419	1	1	no rank	300852	Thermus thermophilus HB8	10
171872	(135901, 1)	1	1	1	Ribosomal_S18	260389	Ribosomal_S6	260412	1	1	no rank	300852	Thermus thermophilus HB8	10
360013	(131380, 1)	6	2	2	COG3758,HutD	260984			0	0	genus	286	Pseudomonas	8
171982	(131384, 1)	2	1	1	COG2445	271543			0	1	no rank	224308	Bacillus subtilis subsp. subtilis str. 168	12
413240	(251365, 1)	6	3	2	YcgR_2	257420			0	0	species	666	Vibrio cholerae	9
172022	(131385, 1)	2	1	1	NT_KNTase_like	271731			0	1	species	2234	Archaeoglobus fulgidus	9
640353	(665252, 2)	1	1	1	Cache_3	258964			1	1	no rank	195103	Clostridium perfringens ATCC 13124	10
640354	(665253, 1)	1	1	1	Cache_3	258964			1	1	no rank	195103	Clostridium perfringens ATCC 13124	10
172138	(131456, 1)	6	3	1	PRK13281	260974			0	1	species	562	Escherichia coli	9
172203	(594674, 32)	2	2	1	RNAP_beta&apos;_C	142634	RNAP_beta&apos;_N	271838	0	1	species	271	Thermus aquaticus	9
172167	(133371, 1)	1	1	1	RNAP_beta&apos;_C	142634			1	1	species	271	Thermus aquaticus	9
172209	(404419, 1)	2	2	1	RNAP_beta&apos;_C	142634			0	1	species	271	Thermus aquaticus	9
172210	(404520, 3)	2	2	1	RNAP_largest_subunit_N	271838	RNAP_beta&apos;_C	142634	0	1	species	271	Thermus aquaticus	9
172211	(674689, 34)	2	2	1	RNAP_beta&apos;_C	142634	RNAP_largest_subunit_N	271838	0	1	species	271	Thermus aquaticus	9
563293	(593909, 1)	1	1	1	IlGF_like	261293	IlGF_insulin_like		1	1	species	9606	Homo sapiens	32
127941	(112147, 1)	2	1	1	ASCH_Ef3133_like	271542			0	1	no rank	226185	Enterococcus faecalis V583	10
172208	(209380, 1)	1	1	1	RNAP_beta&apos;_C	142634			1	1	species	271	Thermus aquaticus	9
172250	(138081, 3)	2	1	1	Cytochrom_C	271887			0	1	species	940	Hydrogenobacter thermophilus	9
172310	(133414, 1)	2	1	1	PTZ00059	261601			0	1	no rank	36329	Plasmodium falciparum 3D7	11
640391	(151643, 1)	7	4	4	ECR1_N	258551	RNase_PH_MTR3,RNase_PH_RRP41,RNase_PH_archRRP41	271610	0	0	no rank	131567	cellular organisms	2
172366	(40360, 3)	2	1	1	nuc_hydro_IU_UC_XIUA	271441			0	1	species	562	Escherichia coli	9
172403	(135963, 2)	3	1	1	COG2013	260679			0	1	no rank	208964	Pseudomonas aeruginosa PAO1	11
172399	(135964, 2)	3	1	1	COG2013	260679			0	1	no rank	208964	Pseudomonas aeruginosa PAO1	11
172407	(131481, 1)	2	1	1	AF0941-like	258729			0	1	species	2234	Archaeoglobus fulgidus	9
172464	(133452, 2)	12	3	1	ADP_Glucose_PP	271710			0	1	species	4113	Solanum tuberosum	23
172476	(133453, 6)	12	3	1	LbH_G1P_AT_C	271430			0	1	species	4113	Solanum tuberosum	23
294921	(359086, 1)	4	2	1	Glyco_hydro_38C	254403			0	1	no rank	160490	Streptococcus pyogenes M1 GAS	11
172498	(155100, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9606	Homo sapiens	32
172508	(155105, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9606	Homo sapiens	32
172530	(155110, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9606	Homo sapiens	32
172534	(155113, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9606	Homo sapiens	32
172538	(155118, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9606	Homo sapiens	32
407955	(171798, 2)	11	10	3	gatC	260461	gatA	271827	0	0	superkingdom	2	Bacteria	3
172544	(155121, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9606	Homo sapiens	32
581862	(559144, 1)	2	1	1	YncM_like	261709			0	1	no rank	224308	Bacillus subtilis subsp. subtilis str. 168	12
172564	(522788, 2)	2	1	1	PTPc	271903			0	1	species	630	Yersinia enterocolitica	9
172582	(252929, 34)	2	1	1	MHC_I	263546	IgV_TCR_alpha_like	271729	0	1	species	10090	Mus musculus	32
116146	(107697, 1)	1	1	1	Mago-bind	117826	Mago_nashi	199940	1	1	species	7227	Drosophila melanogaster	37
172635	(145673, 1)	6	1	1	Bgal_small_N	243528	Glyco_hydro_2_N	251564	0	1	species	192168	Arthrobacter sp. C2-2	11
442646	(145645, 1)	14	3	2	Glyco_hydro_2_N	251564	Bgal_small_N	243528	0	0	no rank	131567	cellular organisms	2
172639	(145667, 3)	6	1	1	Bgal_small_N	243528	Glyco_hydro_2_C	271943	0	1	species	192168	Arthrobacter sp. C2-2	11
172627	(145665, 2)	6	1	1	Glyco_hydro_2_C	271943	Bgal_small_N	243528	0	1	species	192168	Arthrobacter sp. C2-2	11
529491	(386886, 4)	1	1	1	CBFD_NFYB_HMF	271415	CBFB_NFYA	261204	1	1	species	9606	Homo sapiens	32
69738	(313551, 3)	1	1	1	HCP_like	271836	PRK10179	271526	1	1	species	562	Escherichia coli	9
5749	(434676, 1)	3	1	1	Asp_decarbox	260487			0	1	species	562	Escherichia coli	9
505782	(142316, 2)	31	31	3	SQR_TypeC_SdhC	271528	Fer4_17	271836	0	0	no rank	33213	Bilateria	7
505779	(413728, 1)	31	31	3	SQR_TypeC_SdhC	271528	SQR_QFR_TM,SQR_TypeC_CybS		0	0	no rank	33213	Bilateria	7
505780	(386221, 1)	31	31	3	SQR_QFR_TM,SQR_TypeC_CybS	271528	SQR_TypeC_SdhC		0	0	no rank	33213	Bilateria	7
505778	(413840, 2)	31	31	3	SQR_QFR_TM,SQR_TypeC_CybS	271528	Fer4_17	271836	0	0	no rank	33213	Bilateria	7
172766	(135996, 2)	7	3	1	DUF1860	117516			0	1	species	10658	Enterobacteria phage PRD1	6
172768	(135992, 1)	7	3	1	DUF1860	117516			0	1	species	10658	Enterobacteria phage PRD1	6
172773	(136000, 4)	1	1	1	NiFe_hyd_SSU_C	258857	NiFeSe_Hases	271913	1	1	species	879	Desulfovibrio gigas	10
39850	(63190, 1)	1	1	1	Synaptobrevin	250253	t_SNARE	260219	1	1	species	10116	Rattus norvegicus	31
121712	(539665, 1)	1	1	1	P53_tetramer	254376			1	1	species	9606	Homo sapiens	32
488381	(176205, 1)	32	8	6	P5CR_dimer	258885			0	0	no rank	131567	cellular organisms	2
493314	(463436, 2)	10	5	1	Transpeptidase	271911	Transgly	267710	0	1	species	470	Acinetobacter baumannii	10
172930	(34118, 4)	8	2	1	PRK08202	271463			0	1	species	562	Escherichia coli	9
172890	(136032, 4)	1	1	1	NiFe_hyd_SSU_C	258857	NiFeSe_Hases	271913	1	1	species	878	Desulfovibrio fructosivorans	10
616790	(674470, 2)	1	1	1	PLN00025	261492			1	1	species	3562	Spinacia oleracea	21
255575	(157653, 1)	14	7	1	PRK13768	271875			0	1	species	29292	Pyrococcus abyssi	9
173021	(148061, 2)	4	1	1	IlvC	250630			0	1	species	562	Escherichia coli	9
173040	(136058, 4)	1	1	1	NiFe_hyd_SSU_C	258857	NiFeSe_Hases	271913	1	1	species	878	Desulfovibrio fructosivorans	10
357726	(128737, 3)	6	2	2	NagA	271457			0	0	class	1236	Gammaproteobacteria	5
173050	(338231, 4)	2	1	1	NagA	271457			0	1	species	562	Escherichia coli	9
237343	(186671, 2)	6	3	1	BLUF	262324			0	0	species	1063	Rhodobacter sphaeroides	9
173107	(225590, 1)	1	1	1	bZIP	271882			1	1	species	4932	Saccharomyces cerevisiae	14
173108	(225591, 1)	1	1	1	bZIP	271882			1	1	species	4932	Saccharomyces cerevisiae	14
231841	(133590, 3)	14	5	2	NAPRTase_B	271877			0	0	phylum	28890	Euryarchaeota	4
231842	(181046, 2)	14	5	2	NAPRTase_B	271877			0	0	phylum	28890	Euryarchaeota	4
231843	(181046, 3)	14	5	2	NAPRTase_B	271877			0	0	phylum	28890	Euryarchaeota	4
173239	(327466, 1)	1	1	1	TFIIA_alpha_beta_like	272103	TFIIA_gamma_N	261765	1	1	species	4932	Saccharomyces cerevisiae	14
477170	(450325, 14)	5	2	2	PBP2_MBP	271876			0	0	species	562	Escherichia coli	9
286504	(385996, 2)	9	3	1	Troponin	250277	EFh	271644	0	1	species	9031	Gallus gallus	34
235547	(250240, 1)	17	6	1	mtd	164824			0	0	genus	542959	Bppunalikevirus	6
235551	(250262, 2)	17	6	1	mtd	164824			0	0	genus	542959	Bppunalikevirus	6
256326	(611255, 5)	2	2	1	vWFA	271413			0	1	species	9606	Homo sapiens	32
256327	(120735, 6)	2	2	1	vWFA	271413			0	1	species	9606	Homo sapiens	32
